gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
lcl|NW_015622507.1_cds_XP_016222715.1_6401	4913.290168560852	-6.6572187768903275	0.2206702100005339	-30.16818072939805	6.195228997725523e-200	5.736162528994062e-196
lcl|NW_015622508.1_cds_XP_016222006.1_8652	37321.83399028732	3.7233274468228865	0.1357302653908703	27.431814386427412	1.1451100744468845e-165	5.301287089651851e-162
lcl|NW_015622510.1_cds_XP_016219714.1_10149	962.2946158705834	-6.235992726097943	0.27413461500385305	-22.747921585934318	1.5046254367448584e-114	4.6437756396068814e-111
lcl|NW_015622504.1_cds_XP_016228679.1_1009	2541.524614332255	5.7939923794528765	0.25727638764916594	22.520498023137026	2.614140731513441e-112	6.051082258270737e-109
lcl|NW_015622504.1_cds_XP_016229170.1_1500	972.1514431858033	-5.646146600321406	0.2697980971649951	-20.92730326733366	3.021116599942833e-97	5.594503719774137e-94
lcl|NW_015622504.1_cds_XP_016228290.1_620	4123.146057293914	-5.101381180447529	0.2493093923204237	-20.462049716486426	4.692365299441141e-93	7.24110171792092e-90
lcl|NW_015622508.1_cds_XP_016221432.1_8079	12878.592517954383	4.493832706391962	0.24161340695307884	18.5992688198162	3.2572005091481357e-77	4.308345644886084e-74
lcl|NW_015622508.1_cds_XP_016221927.1_8574	12722.299954469618	3.6327387869052647	0.1954594805142021	18.585636150001484	4.199905005470437e-77	4.860865055706347e-74
lcl|NW_015622507.1_cds_XP_016223708.1_7394	4648.56604848348	4.011450662751243	0.22984597154754496	17.45277777000956	3.2789187692820542e-68	3.373278764975838e-65
lcl|NW_015622509.1_cds_XP_016220722.1_9789	2565.731778023837	4.7358707436247816	0.2787791865307	16.987892111175427	1.0095239896270231e-64	9.347182619956607e-62
lcl|NW_015622505.1_cds_XP_016225785.1_2246	658.6260392318699	-3.5649222068191264	0.21412096255194815	-16.64910415277176	3.0716590752842282e-62	2.58549921618697e-59
lcl|NW_015622505.1_cds_XP_016225794.1_2255	425.3874314111534	-4.196754002890926	0.25668719126741796	-16.349682203342695	4.3725444956272373e-60	3.3737824570843827e-57
lcl|NW_015622508.1_cds_XP_016221431.1_8078	6464.1014646881895	3.9592020413527647	0.2424375352026495	16.330812957834	5.958504497664293e-60	4.243830241836438e-57
lcl|NW_015622504.1_cds_XP_016229189.1_1519	3958.840630883947	4.265642074186054	0.264569040285339	16.12298275559959	1.7590981195042074e-58	1.1633921063206755e-55
lcl|NW_015622504.1_cds_XP_016229037.1_1367	2315.635539310289	-4.48801083390669	0.27865225007188466	-16.10613527344174	2.3101872269941562e-58	1.4260015689825929e-55
lcl|NW_015622505.1_cds_XP_016226387.1_2848	1102.3008172046639	-2.7478869135415747	0.17313243699780914	-15.871589178729963	9.968455772936848e-57	5.768620750101393e-54
lcl|NW_015622506.1_cds_XP_016224644.1_4835	347.0559827212291	-3.3401666605209788	0.2121280937488403	-15.745989140296224	7.317785557192105e-56	3.9856103808259824e-53
lcl|NW_015622506.1_cds_XP_016225484.1_5675	21678.11777633349	4.186008389742978	0.2722349380388859	15.376455424487252	2.354915214405219e-53	1.1883242495631496e-50
