gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
lcl|NW_015622504.1_cds_XP_016227815.1_145	582.2514705432208	3.693462813554246	0.5499287122081811	6.716257455850111	1.8645124686782237e-11	2.916135295184404e-10
lcl|NW_015622504.1_cds_XP_016227922.1_252	2131.076118275034	1.9795224749361289	0.2948442803317989	6.7137896407842845	1.8963363948396772e-11	2.9609070286375333e-10
lcl|NW_015622507.1_cds_XP_016223528.1_7214	366.1590521785342	-1.664215404192213	0.24791435621514998	-6.71286419068019	1.9084072277981123e-11	2.9747377983472595e-10
lcl|NW_015622506.1_cds_XP_016224265.1_4456	6088.56436192981	2.251191858463261	0.3357816162777194	6.704333261060181	2.023280324483562e-11	3.1484962225871093e-10
lcl|NW_015622511.1_cds_XP_016219585.1_10293	493.97655620578615	3.162081948252327	0.4724572354005082	6.692842677225143	2.1887641604363766e-11	3.400296537161143e-10
lcl|NW_015622512.1_cds_XP_016219509.1_10322	358.96776974605586	2.897838933309541	0.4334211175807771	6.685966178769468	2.2940600770839852e-11	3.557906575162583e-10
lcl|NW_015622508.1_cds_XP_016221503.1_8150	114.29890849465117	3.0853195616145386	0.46187644770503694	6.679967287669282	2.3899559163741543e-11	3.7004350885799824e-10
lcl|NW_015622509.1_cds_XP_016220406.1_9474	210.2798128444998	6.157369183880462	0.9218989895253765	6.679006326984343	2.4056777836348025e-11	3.718559365388086e-10
lcl|NW_015622504.1_cds_XP_016229432.1_1762	393.84535814393723	-1.8207516929287861	0.2727468487471868	-6.67561037383962	2.4620528334971496e-11	3.799357864225018e-10
lcl|NW_015622505.1_cds_XP_016227040.1_3501	155.3380544357025	-2.100730957557741	0.31474153751106576	-6.6744636700006055	2.4813793687387388e-11	3.8228105782282833e-10
lcl|NW_015622505.1_cds_XP_016225859.1_2320	1102.194463308088	1.6266917727755925	0.24411061797600273	6.663748534426734	2.6693004005762695e-11	4.10549043337802e-10
lcl|NW_015622508.1_cds_XP_016221365.1_8012	163.5455382972357	-1.7486173867512573	0.26245716032354816	-6.662486878222801	2.6923236389467874e-11	4.134033925872024e-10
lcl|NW_015622504.1_cds_XP_016229667.1_1997	395.8866888078354	-2.1147228585092805	0.3176072459724724	-6.658295379988173	2.7702161380105643e-11	4.246594573152287e-10
lcl|NW_015622506.1_cds_XP_016224677.1_4868	224.3402891345733	-2.188269188329733	0.3287884525325626	-6.65555365912071	2.822355594498884e-11	4.3193703222256473e-10
lcl|NW_015622505.1_cds_XP_016225743.1_2204	43.051967786775215	3.181250538827743	0.4780222951331074	6.655025448011603	2.8325103935366206e-11	4.321154980602755e-10
lcl|NW_015622508.1_cds_XP_016221968.1_8615	54.580184231309154	2.4981987461454276	0.37538631452109583	6.6550075202729175	2.832855679042955e-11	4.321154980602755e-10
lcl|NW_015622505.1_cds_XP_016226374.1_2835	1539.551049138116	2.354388993341905	0.35382602861737084	6.654086480132733	2.8506503076982605e-11	4.3411465787793084e-10
lcl|NW_015622504.1_cds_XP_016229226.1_1556	915.6540815272089	-2.2338835101952537	0.33592541719059776	-6.649938932509505	2.9321465059663266e-11	4.457921920975734e-10
lcl|NW_015622505.1_cds_XP_016227283.1_3744	162.41915496347002	-2.3323386323358895	0.3508323199711912	-6.64801530408433	2.970714246124446e-11	4.5091546237485645e-10
lcl|NW_015622504.1_cds_XP_016228217.1_547	1407.7269166447995	1.902655980797639	0.2863230596614003	6.645137080637796	3.0293500371408067e-11	4.5831294107658054e-10
lcl|NW_015622508.1_cds_XP_016222005.1_8653	4499.045311326089	2.9328219609038984	0.4413383340250235	6.6452916839478755	3.026171837494518e-11	4.5831294107658054e-10
lcl|NW_015622507.1_cds_XP_016223401.1_7087	340.81836905394096	-2.2067307796032147	0.33214599431058134	-6.643857873955741	3.055772495806559e-11	4.6155624043512115e-10
lcl|NW_015622504.1_cds_XP_016228096.1_426	2079.172477906277	-1.8990171735206676	0.28594850473538375	-6.641115942459692	3.113170217656807e-11	4.694599844508855e-10
lcl|NW_015622504.1_cds_XP_016229582.1_1912	67.56814166111782	2.268034762717263	0.3417215617084596	6.6370841552346675	3.1994900065473306e-11	4.816923247255566e-10
lcl|NW_015622509.1_cds_XP_016220364.1_9432	962.0334620813061	1.9130467270637863	0.288251007155211	6.6367390905027825	3.2069856628122215e-11	4.820370170775708e-10
lcl|NW_015622509.1_cds_XP_016220410.1_9478	59.19307976545955	2.765732272900526	0.4168880249504847	6.634232953150962	3.261943221230284e-11	4.895029543820291e-10
lcl|NW_015622510.1_cds_XP_016219738.1_10173	289.48119577153994	1.80427747348564	0.2719899202884736	6.633618891361916	3.2755490604195854e-11	4.90749332531148e-10
lcl|NW_015622506.1_cds_XP_016224037.1_4228	650.2459545044353	-1.4130681627253252	0.21306648514541446	-6.632052721763955	3.310502837642098e-11	4.9518490749157e-10
lcl|NW_015622504.1_cds_XP_016229292.1_1622	322.73256439057997	-1.6118744786437007	0.2431904547411139	-6.628033490704257	3.401882998352638e-11	5.080328174475334e-10
lcl|NW_015622508.1_cds_XP_016221907.1_8554	194.67976855273443	-2.5342791876653905	0.3824068941759325	-6.627179651472115	3.4216112003989935e-11	5.101561691544973e-10
lcl|NW_015622505.1_cds_XP_016226386.1_2847	169.56225724744561	3.2467661671964274	0.49068530143449784	6.616799316597915	3.6705925074615577e-11	5.4639897148853e-10
lcl|NW_015622508.1_cds_XP_016220981.1_7628	474.727644109399	3.785206894706209	0.57220743034234	6.615095669837068	3.7131153045056527e-11	5.518416469408963e-10
lcl|NW_015622507.1_cds_XP_016223491.1_7176	148.22164147195986	-1.7033895780734756	0.2577971553974182	-6.607480115316023	3.90916670644902e-11	5.800476688303122e-10
lcl|NW_015622505.1_cds_XP_016227600.1_4061	242.90380065050505	-2.163118099270743	0.32750667205137746	-6.604806203555465	3.980376911037463e-11	5.896689571087339e-10
lcl|NW_015622504.1_cds_XP_016228881.1_1211	259.58991372727525	2.1947715116789195	0.33240680669844813	6.602667176036398	4.0382547725859573e-11	5.972875549420667e-10
lcl|NW_015622508.1_cds_XP_016221474.1_8121	1419.7657335321896	-2.2511398969204146	0.3411452265939215	-6.598772960701673	4.145746196046253e-11	6.122083577223645e-10
lcl|NW_015622508.1_cds_XP_016222090.1_8737	356.3010131083568	1.4993910884825083	0.22724372652515754	6.598162736591608	4.1628419027113715e-11	6.137540314841495e-10
