ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ko01130	ko01130	57/299	320/2814	2.385987457848058e-5	0.004020843175852461	0.00395888501604845	lcl|NW_015622504.1_cds_XP_016228147.1_477/lcl|NW_015622504.1_cds_XP_016228146.1_476/lcl|NW_015622507.1_cds_XP_016223598.1_7284/lcl|NW_015622507.1_cds_XP_016222247.1_5933/lcl|NW_015622504.1_cds_XP_016228041.1_371/lcl|NW_015622507.1_cds_XP_016223290.1_6976/lcl|NW_015622508.1_cds_XP_016222171.1_8818/lcl|NW_015622504.1_cds_XP_016228330.1_659/lcl|NW_015622508.1_cds_XP_016221741.1_8390/lcl|NW_015622506.1_cds_XP_016225374.1_5565/lcl|NW_015622507.1_cds_XP_016222259.1_5945/lcl|NW_015622508.1_cds_XP_016221752.1_8399/lcl|NW_015622505.1_cds_XP_016227374.1_3835/lcl|NW_015622504.1_cds_XP_016228319.1_649/lcl|NW_015622507.1_cds_XP_016223223.1_6909/lcl|NW_015622504.1_cds_XP_016228238.1_568/lcl|NW_015622511.1_cds_XP_016219566.1_10274/lcl|NW_015622509.1_cds_XP_016220409.1_9477/lcl|NW_015622505.1_cds_XP_016226679.1_3140/lcl|NW_015622505.1_cds_XP_016225842.1_2303/lcl|NW_015622509.1_cds_XP_016220637.1_9705/lcl|NW_015622509.1_cds_XP_016220592.1_9661/lcl|NW_015622509.1_cds_XP_016220397.1_9465/lcl|NW_015622507.1_cds_XP_016223088.1_6774/lcl|NW_015622504.1_cds_XP_016229357.1_1687/lcl|NW_015622504.1_cds_XP_016229824.1_2154/lcl|NW_015622508.1_cds_XP_016221977.1_8624/lcl|NW_015622507.1_cds_XP_016222234.1_5920/lcl|NW_015622505.1_cds_XP_016226020.1_2481/lcl|NW_015622508.1_cds_XP_016221966.1_8613/lcl|NW_015622509.1_cds_XP_016220363.1_9431/lcl|NW_015622507.1_cds_XP_016223592.1_7279/lcl|NW_015622509.1_cds_XP_016220040.1_9108/lcl|NW_015622504.1_cds_XP_016229667.1_1997/lcl|NW_015622505.1_cds_XP_016227188.1_3649/lcl|NW_015622508.1_cds_XP_016221440.1_8087/lcl|NW_015622505.1_cds_XP_016226142.1_2603/lcl|NW_015622508.1_cds_XP_016221048.1_7695/lcl|NW_015622505.1_cds_XP_016226300.1_2761/lcl|NW_015622504.1_cds_XP_016228215.1_545/lcl|NW_015622505.1_cds_XP_016226137.1_2598/lcl|NW_015622507.1_cds_XP_016222861.1_6547/lcl|NW_015622506.1_cds_XP_016224975.1_5166/lcl|NW_015622507.1_cds_XP_016222502.1_6188/lcl|NW_015622505.1_cds_XP_016225880.1_2341/lcl|NW_015622504.1_cds_XP_016227727.1_57/lcl|NW_015622507.1_cds_XP_016223585.1_7271/lcl|NW_015622504.1_cds_XP_016228329.1_660/lcl|NW_015622507.1_cds_XP_016222582.1_6268/lcl|NW_015622508.1_cds_XP_016221408.1_8055/lcl|NW_015622507.1_cds_XP_016222244.1_5930/lcl|NW_015622505.1_cds_XP_016226351.1_2812/lcl|NW_015622507.1_cds_XP_016222643.1_6329/lcl|NW_015622510.1_cds_XP_016219766.1_10201/lcl|NW_015622509.1_cds_XP_016220136.1_9204/lcl|NW_015622505.1_cds_XP_016226491.1_2952/lcl|NW_015622505.1_cds_XP_016227318.1_3779	57
ko01230	ko01230	31/299	139/2814	3.0576754188992094e-5	0.004020843175852461	0.00395888501604845	lcl|NW_015622507.1_cds_XP_016223598.1_7284/lcl|NW_015622507.1_cds_XP_016222247.1_5933/lcl|NW_015622504.1_cds_XP_016228330.1_659/lcl|NW_015622505.1_cds_XP_016225889.1_2351/lcl|NW_015622507.1_cds_XP_016222259.1_5945/lcl|NW_015622505.1_cds_XP_016225890.1_2350/lcl|NW_015622505.1_cds_XP_016227374.1_3835/lcl|NW_015622504.1_cds_XP_016228238.1_568/lcl|NW_015622505.1_cds_XP_016226679.1_3140/lcl|NW_015622505.1_cds_XP_016225842.1_2303/lcl|NW_015622509.1_cds_XP_016220637.1_9705/lcl|NW_015622509.1_cds_XP_016220592.1_9661/lcl|NW_015622507.1_cds_XP_016223088.1_6774/lcl|NW_015622505.1_cds_XP_016227430.1_3891/lcl|NW_015622504.1_cds_XP_016229824.1_2154/lcl|NW_015622508.1_cds_XP_016221977.1_8624/lcl|NW_015622505.1_cds_XP_016226020.1_2481/lcl|NW_015622509.1_cds_XP_016220363.1_9431/lcl|NW_015622509.1_cds_XP_016220040.1_9108/lcl|NW_015622508.1_cds_XP_016221440.1_8087/lcl|NW_015622508.1_cds_XP_016221048.1_7695/lcl|NW_015622504.1_cds_XP_016228215.1_545/lcl|NW_015622507.1_cds_XP_016222861.1_6547/lcl|NW_015622504.1_cds_XP_016227727.1_57/lcl|NW_015622504.1_cds_XP_016228329.1_660/lcl|NW_015622507.1_cds_XP_016222582.1_6268/lcl|NW_015622507.1_cds_XP_016222624.1_6310/lcl|NW_015622507.1_cds_XP_016222244.1_5930/lcl|NW_015622505.1_cds_XP_016226351.1_2812/lcl|NW_015622509.1_cds_XP_016220136.1_9204/lcl|NW_015622505.1_cds_XP_016226491.1_2952	31
